FullAddress,Address1,Address2,City,State,ZipCode,revenue,date,Order Number,User ID,First Time Order
233 Shannon Crossroad Apt. 494,233 Shannon Crossroad ,Apt. 494 ,Port Angelatown,NJ,90897,987.46,2021-07-08,28412504,U8596898,0
8891 Samuel Lodge Suite 851,8891 Samuel Lodge ,Suite 851 ,Antoniobury,DC,61210,353.71,2021-04-28,27686535,U5276684,0
759 Carpenter Plains Apt. 158,759 Carpenter Plains ,Apt. 158 ,North Andreaport,MA,36944,82.43,2021-06-17,77541922,U2106472,0
892 Hicks Center,892 Hicks Center ,,Ramseyberg,NM,82598,713.8,2021-10-03,51866167,U1937944,0
6253 Robinson Street Apt. 533,6253 Robinson Street ,Apt. 533 ,Jeffreyland,MI,97664,498.59,2021-11-17,75517581,U9634084,1
24929 Patricia Brook,24929 Patricia Brook ,,Robinsonmouth,WA,58600,546.1,2021-09-29,51638985,U4769061,1
7372 Bradley Fall Apt. 606,7372 Bradley Fall ,Apt. 606 ,Lindseymouth,CT,23094,598.27,2021-08-20,28623066,U8408778,0
612 Steven Prairie Suite 461,612 Steven Prairie ,Suite 461 ,Danielchester,RI,81346,250.63,2021-07-24,81195055,U7994855,0
6217 Perry Forest,6217 Perry Forest ,,Geraldshire,AR,66924,201.65,2021-09-17,72910509,U7925917,1
2024 Joseph Wells,2024 Joseph Wells ,,West Nathanton,AL,42735,72.27,2021-07-25,53328314,U1586952,1
621 Rivera Coves Suite 364,621 Rivera Coves ,Suite 364 ,Lake Jeremystad,PA,44605,781.81,2021-06-10,86140968,U4396044,1
66262 Ruiz Extension Apt. 724,66262 Ruiz Extension ,Apt. 724 ,West Michelle,NJ,58387,908.55,2021-05-26,31086058,U5791861,1
89835 Elizabeth Lodge Suite 397,89835 Elizabeth Lodge ,Suite 397 ,East Pennyview,RI,22263,697.01,2021-08-13,59077382,U3407962,1
81949 Hanson Pass Suite 182,81949 Hanson Pass ,Suite 182 ,Lake Josephfort,DE,72236,117.66,2021-07-30,92198855,U4926313,0
421 Dickson Track,421 Dickson Track ,,Longhaven,NJ,41369,978.54,2021-10-29,87343835,U3874616,0
818 Mark Square,818 Mark Square ,,South Ericberg,NY,60993,826.86,2021-01-07,15150180,U6342714,1
PSC 9533 Box 3552,PSC 9533 ,Box 3552 ,APO,AE,29262,509.79,2021-05-09,69041407,U8774757,1
298 Crystal Road South,298 Crystal Road South ,,Danielburgh,WA,04363,1.9,2021-04-05,77733418,U1806675,0
00970 Carson Pines,00970 Carson Pines ,,Cuevasmouth,WY,33895,844.01,2021-10-04,34766597,U6471657,0
PSC 2787 Box 4773,PSC 2787 ,Box 4773 ,APO,AA,09769,623.74,2021-08-23,85512979,U1716776,1
64547 Sheena Lock Suite 060,64547 Sheena Lock ,Suite 060 ,Masonside,MS,45485,622.63,2021-12-21,38761349,U5913595,1
22970 Catherine Flat North,22970 Catherine Flat North ,,Davidborough,KY,16648,19.25,2021-10-15,99160852,U5834408,0
61545 Lowe Crossing Apt. 014,61545 Lowe Crossing ,Apt. 014 ,Maureenborough,CT,77983,733.3,2021-11-11,53710091,U6636475,0
037 Village Apt. 326,037 Village ,Apt. 326 ,Port Curtis,HI,69126,35.26,2021-07-06,52046223,U7654186,0
5050 Elaine Mountains,5050 Elaine Mountains ,,Michelletown,NH,11923,478.6,2021-07-26,31900121,U3349091,1
69373 Sara Hills Apt. 644,69373 Sara Hills ,Apt. 644 ,Watsonborough,AZ,50475,145.72,2021-07-18,27369830,U7750726,1
USCGC Meyer,USCGC Meyer ,,FPO,AA,76299,360.47,2021-11-16,86143819,U8641617,1
811 Kathleen Ranch Suite 682,811 Kathleen Ranch ,Suite 682 ,Michellebury,IL,58605,890.27,2021-01-15,81206322,U6954975,0
66926 Sanchez Forks Apt. 326,66926 Sanchez Forks ,Apt. 326 ,Vincentville,RI,22627,748.64,2021-03-21,41074033,U5526039,0
890 Daniel Fords Apt. 181,890 Daniel Fords ,Apt. 181 ,West Jasonburgh,ND,78516,816.1,2021-09-19,91074026,U7436117,0
34673 Allen Trafficway,34673 Allen Trafficway ,,Gibsonfort,SD,98607,298.83,2021-02-04,52504651,U6453905,0
07569 Amy Viaduct Suite 997,07569 Amy Viaduct ,Suite 997 ,Meghanfort,AR,46759,389.07,2021-08-23,12810810,U5258985,0
106 Smith Canyon Apt. 979,106 Smith Canyon ,Apt. 979 ,East Dustin,WA,84138,605.2,2021-11-19,85500651,U1319331,0
3450 Joseph Throughway Apt. 264,3450 Joseph Throughway ,Apt. 264 ,Blackburnport,FL,77297,35.01,2021-06-27,18979730,U4713468,0
64796 Joe Creek,64796 Joe Creek ,,Lindseytown,KS,57029,412.88,2021-11-06,90637679,U2696027,0
2052 Richard Heights Apt. 077,2052 Richard Heights ,Apt. 077 ,Wayneton,SD,27269,974.91,2021-06-09,59234621,U5810294,1
726 Corey Hill Port,726 Corey Hill Port ,,Michaelton,VA,82708,754.29,2021-02-16,96479202,U1637651,1
261 Penny Forge West,261 Penny Forge West ,,Debbiebury,ME,65532,862.87,2021-05-13,53201721,U9260711,1
8365 Karen Street,8365 Karen Street ,,North Matthewton,IA,16996,299.47,2021-09-05,82569732,U6029747,0
1413 Jeanne Ford Suite 862,1413 Jeanne Ford ,Suite 862 ,Rebeccastad,KS,13399,691.04,2021-04-24,89091367,U6462411,0
819 Brady Inlet,819 Brady Inlet ,,New Tiffanychester,DE,03051,789.05,2021-11-24,89876743,U1430476,1
018 Victor Wall Suite 988,018 Victor Wall ,Suite 988 ,Michelleside,VA,72193,704.86,2021-09-02,11532238,U5230785,0
6034 Robertson Station Apt. 398,6034 Robertson Station ,Apt. 398 ,Port Caitlinchester,TX,02785,437.96,2021-11-06,82349370,U6673806,0
050 Jeffery Square,050 Jeffery Square ,,Darrenside,MN,80653,175.69,2021-02-03,43431711,U1342686,1
4221 Lee Meadows,4221 Lee Meadows ,,East Spencer,NC,08856,18.93,2021-03-18,53940633,U2668328,1
085 Joan Drives,085 Joan Drives ,,Jamesmouth,CA,31756,887.12,2021-05-03,54895227,U7797201,0
25186 Rhonda Locks Suite 539,25186 Rhonda Locks ,Suite 539 ,Cooperfort,CT,18676,931.9,2021-02-05,93575991,U9091429,0
628 Brown Mountains Apt. 590,628 Brown Mountains ,Apt. 590 ,East Jenniferfort,SC,58605,276.67,2021-06-03,65804229,U3282758,0
06160 Thomas Corner Apt. 085,06160 Thomas Corner ,Apt. 085 ,Lake Deborahport,CT,16988,756.03,2021-03-09,77978992,U1482703,0
93648 Andrade Field Suite 869,93648 Andrade Field ,Suite 869 ,West Debra,MS,70395,407.71,2021-01-25,62620552,U5906626,1
373 Cross Circles Apt. 281,373 Cross Circles ,Apt. 281 ,Briggshaven,IN,69525,627.89,2021-03-25,20530122,U7695008,0
574 Lang Manor,574 Lang Manor ,,Lake Joycefort,NH,74650,842.07,2021-07-23,84253770,U7933555,1
USNV Padilla,USNV Padilla ,,FPO,AP,27381,321.89,2021-10-25,31276649,U4448288,1
220 Matthew Extensions,220 Matthew Extensions ,,New Tammie,VT,86606,620.5,2021-12-15,34354969,U5440819,0
87847 Roberta Groves,87847 Roberta Groves ,,Larsonhaven,MA,66630,256.73,2021-11-14,17795624,U6505047,0
4743 Chang Corners South,4743 Chang Corners South ,,Patriciaberg,DE,98388,511.61,2021-10-08,34255661,U7831924,1
357 Mills Fall Apt. 712,357 Mills Fall ,Apt. 712 ,Phammouth,IA,88681,31.05,2021-10-03,95089708,U3820298,1
37917 Wright Cove,37917 Wright Cove ,,Evelynmouth,AR,34282,264.31,2021-05-15,89995765,U2583881,1
7029 Contreras Neck Apt. 488,7029 Contreras Neck ,Apt. 488 ,Natalieshire,KY,08374,287.86,2021-01-10,54913652,U9243598,0
5842 William Land,5842 William Land ,,Sweeneyborough,CT,52179,914.59,2021-09-26,64814539,U7054710,0
1493 Medina Mountains Port,1493 Medina Mountains Port ,,Aprilhaven,AL,05432,133.27,2021-05-06,11024191,U4222112,0
898 Williams Falls East,898 Williams Falls East ,,Maryfort,KS,93654,758.52,2021-03-22,79177137,U2222933,1
274 Shaw Pine,274 Shaw Pine ,,Taylorton,WA,99560,87.66,2021-02-19,43579527,U5709322,0
4262 Greer Extension,4262 Greer Extension ,,Gonzalezberg,NE,36263,986.36,2021-04-16,57739768,U4528658,0
9941 Hunt Heights,9941 Hunt Heights ,,West Scott,SC,44191,166.82,2021-01-17,84778633,U8528921,1
2990 Lopez Trail Apt. 118,2990 Lopez Trail ,Apt. 118 ,Darrenstad,ID,18393,93.04,2021-06-12,29177470,U4705911,1
447 Anne Plains,447 Anne Plains ,,Mollyside,MO,00538,212.39,2021-02-11,51060222,U1310348,0
8527 Tiffany Heights,8527 Tiffany Heights ,,Marybury,AL,84968,933.13,2021-03-04,30614683,U4420026,0
29834 Michael Trail Apt. 503,29834 Michael Trail ,Apt. 503 ,North Christopher,DC,22813,669.09,2021-05-19,94409031,U7285545,1
21744 John Forest South,21744 John Forest South ,,Michellehaven,WY,64898,890.66,2021-02-01,64630621,U4726435,1
19915 Katherine Crossroad Apt. 643,19915 Katherine Crossroad ,Apt. 643 ,Aliciafurt,ME,68888,499.74,2021-11-26,23136130,U7382321,1
41926 Moore Road,41926 Moore Road ,,East Victoriaville,MA,79485,114.91,2021-05-28,28113934,U7820980,0
4636 Diane Highway Apt. 855,4636 Diane Highway ,Apt. 855 ,Ramosland,CO,98300,341.16,2021-11-09,97871928,U9391876,0
2862 Martin Estate,2862 Martin Estate ,,West Scottbury,OK,82044,456.17,2021-11-20,39933047,U4670637,1
1506 Bonilla Stream Suite 624,1506 Bonilla Stream ,Suite 624 ,North Johnchester,LA,71091,990.32,2021-12-26,18739213,U8112631,0
792 Mejia Street Apt. 327,792 Mejia Street ,Apt. 327 ,South Kevinbury,GA,31296,167.3,2021-03-30,91404584,U3947707,1
USNV Gomez,USNV Gomez ,,FPO,AP,51079,244.92,2021-03-18,20171707,U2493534,1
84100 Dillon Crescent,84100 Dillon Crescent ,,North Kathrynbury,TX,30218,843.4,2021-12-02,11939465,U8875475,1
4495 Steven Viaduct Apt. 783,4495 Steven Viaduct ,Apt. 783 ,New Michaelton,KS,83619,114.89,2021-08-01,54397340,U7861128,0
00561 Laura Mount,00561 Laura Mount ,,Warrenland,AK,69462,971.42,2021-03-08,83778824,U9926025,1
6695 George Corner,6695 George Corner ,,Stantonmouth,SC,76729,297.31,2021-12-30,10109186,U2301348,1
090 Paul Pines,090 Paul Pines ,,North Vincent,IA,69260,567.68,2021-02-11,46217259,U8579173,1
0891 Vasquez Court,0891 Vasquez Court ,,New Rachel,TN,58844,660.98,2021-10-14,24105704,U9214912,1
995 Kimberly Road Suite 417,995 Kimberly Road ,Suite 417 ,Maureenmouth,MI,22783,907.11,2021-07-06,33517757,U7006024,1
98682 Kevin Via Apt. 964,98682 Kevin Via ,Apt. 964 ,East James,WV,51118,76.64,2021-12-22,99422080,U7514206,0
4828 Frazier Stravenue,4828 Frazier Stravenue ,,East Jillianmouth,NC,81982,846.94,2021-01-02,41311446,U4017161,0
406 Amy Ramp,406 Amy Ramp ,,Chenstad,AZ,48264,180.09,2021-10-10,48269387,U1318184,0
8637 Williams Path,8637 Williams Path ,,West Richard,AR,07307,718.56,2021-03-21,15943911,U7680976,1
PSC 3410 Box 6551,PSC 3410 ,Box 6551 ,APO,AA,99058,28.19,2021-09-15,36332164,U6708092,1
2363 Tony Mountain,2363 Tony Mountain ,,Pattonhaven,AK,51571,766.9,2021-07-30,20088154,U3325552,0
87085 Sean Knoll Suite 620,87085 Sean Knoll ,Suite 620 ,East Benjaminberg,SC,07045,181.9,2021-03-20,17241607,U7444922,1
93924 Brian Ferry Apt. 373,93924 Brian Ferry ,Apt. 373 ,New Tylerberg,MO,59308,206.95,2021-04-21,17072502,U1797308,0
9169 Johnson Cliff,9169 Johnson Cliff ,,Allenport,IN,18872,35.82,2021-06-02,30567841,U7877811,1
1374 Farrell River,1374 Farrell River ,,Ryanton,MN,90939,325.09,2021-09-05,73433479,U9973572,0
70903 Brian Corner Apt. 330,70903 Brian Corner ,Apt. 330 ,West Bryce,TX,75426,328.81,2021-09-17,55318813,U6100477,0
2140 Caldwell Extensions,2140 Caldwell Extensions ,,West Melindabury,SC,33434,982.94,2021-02-04,38494481,U9886309,0
938 Dylan Lane,938 Dylan Lane ,,Michaelstad,AZ,79749,607.2,2021-07-12,84450962,U4676677,0
400 Rosales Oval Suite 853,400 Rosales Oval ,Suite 853 ,South Sharon,KS,80083,364.92,2021-03-28,68606340,U6476001,0
0934 Reed Rue,0934 Reed Rue ,,Johnshire,WI,32699,990.12,2021-03-25,65937855,U3024767,0
1768 Wyatt Trafficway Suite 453,1768 Wyatt Trafficway ,Suite 453 ,East Carolberg,WA,09208,172.7,2021-05-12,84823042,U6220121,1
PSC 8836 Box 7476,PSC 8836 ,Box 7476 ,APO,AA,02860,215.76,2021-09-21,82604449,U3157632,1
PSC 6085 Box 3237,PSC 6085 ,Box 3237 ,APO,AP,71937,956.13,2021-07-20,53057807,U7245668,0
46173 Jeffrey Orchard,46173 Jeffrey Orchard ,,Derrickborough,NM,29507,951.48,2021-10-03,15976640,U8938274,1
3657 Henderson Crescent,3657 Henderson Crescent ,,East David,PA,89953,684.43,2021-12-16,34069109,U5393744,1
9849 Gonzalez Wall Suite 265,9849 Gonzalez Wall ,Suite 265 ,East Mary,DE,38188,978.65,2021-06-05,81095886,U1361700,1
939 William Tunnel Apt. 357,939 William Tunnel ,Apt. 357 ,Kimberlystad,WI,36984,58.43,2021-07-25,51435788,U8659116,0
8738 Valerie Roads,8738 Valerie Roads ,,Port Robin,MT,80451,903.66,2021-06-18,44480204,U3900036,1
749 Coffey Burg North,749 Coffey Burg North ,,Angelaland,DC,51640,704.62,2021-03-29,18365665,U3201667,1
99256 Kyle Lane,99256 Kyle Lane ,,Port Erik,MT,17461,668.41,2021-07-18,85151694,U8568184,1
58281 William Mountain Suite 393,58281 William Mountain ,Suite 393 ,South Michelleburgh,CA,38677,843.28,2021-02-01,49564704,U9717248,0
6168 Savage Land,6168 Savage Land ,,East Whitney,IN,49497,105.13,2021-08-05,49806688,U8603526,1
0687 Blake Fords,0687 Blake Fords ,,Kaitlynland,DC,35927,200.38,2021-01-15,55415810,U2755475,0
4162 Bennett Union Apt. 549,4162 Bennett Union ,Apt. 549 ,East Carlos,NV,99261,138.66,2021-05-23,23393358,U6611002,0
388 Webster Motorway Suite 092,388 Webster Motorway ,Suite 092 ,Lake Daniel,NE,43964,479.3,2021-12-13,70715088,U2656286,1
171 Wade Cove,171 Wade Cove ,,West David,TX,67721,546.61,2021-01-10,71969650,U9350428,1
8671 Gibson Expressway Suite 548,8671 Gibson Expressway ,Suite 548 ,East Evanfurt,OR,20213,541.08,2021-06-05,53597928,U1592736,1
3361 Garcia Squares,3361 Garcia Squares ,,West Jessica,SC,78377,362.83,2021-03-20,87728896,U9717876,1
96178 Matthews Mount,96178 Matthews Mount ,,Ashleeton,RI,62953,743.97,2021-02-13,41316672,U5452838,0
14355 Villarreal Parkways,14355 Villarreal Parkways ,,Lake Christianmouth,NH,09423,838.59,2021-03-22,16959314,U6848702,0
85373 Catherine Lodge,85373 Catherine Lodge ,,Davidfurt,NY,19374,758.76,2021-03-01,69490906,U5662322,1
PSC 4629 Box 2757,PSC 4629 ,Box 2757 ,APO,AA,39111,38.84,2021-11-08,11763798,U6111224,0
7072 Joseph Mission,7072 Joseph Mission ,,Thomasmouth,VA,33399,153.76,2021-01-08,39156709,U6512669,0
89367 Brown Glens Suite 747,89367 Brown Glens ,Suite 747 ,Ginaborough,MT,45828,220.03,2021-04-29,44945828,U9792296,1
14922 Nelson Garden,14922 Nelson Garden ,,New Anita,ID,98514,239.03,2021-04-29,73777291,U4571828,0
4890 Katrina Vista Suite 821,4890 Katrina Vista ,Suite 821 ,Johnsonhaven,MN,90743,574.24,2021-10-11,36965693,U4910754,1
6995 Mary Port,6995 Mary Port ,,East Joseph,ME,14121,195.34,2021-01-05,98320035,U9709460,1
1155 Haley Junction,1155 Haley Junction ,,Lake Christopher,TN,05122,625.04,2021-09-02,57284669,U4920218,0
960 Lori Overpass Port,960 Lori Overpass Port ,,Veronica,NV,95892,344.73,2021-09-30,58472178,U8109140,1
05126 Julia Drive Apt. 561,05126 Julia Drive ,Apt. 561 ,South Robertland,GA,30754,364.32,2021-04-05,41710212,U4283711,1
4490 Barbara Oval,4490 Barbara Oval ,,Millerport,OH,30483,708.37,2021-08-20,68527892,U5555812,0
6060 Gonzalez Prairie Suite 932,6060 Gonzalez Prairie ,Suite 932 ,South Sandrafurt,NV,47051,944.42,2021-12-28,53668811,U2269877,0
USNV Hale,USNV Hale ,,FPO,AP,67932,191.44,2021-12-16,55510822,U1620052,0
3672 Fox Fort Apt. 082,3672 Fox Fort ,Apt. 082 ,Smithland,IA,44383,348.89,2021-12-24,46724939,U4633105,0
07071 White Stream,07071 White Stream ,,West Hollyshire,FL,15345,981.58,2021-07-14,32623956,U4326426,1
9416 Brown Cliff,9416 Brown Cliff ,,New Emily,MI,63610,213.4,2021-06-22,24423629,U7273915,1
4419 Jimenez Overpass Apt. 206,4419 Jimenez Overpass ,Apt. 206 ,North Christina,HI,27784,27.93,2021-03-30,93399485,U4129873,0
24540 Jennifer Stravenue Suite 658,24540 Jennifer Stravenue ,Suite 658 ,Molinabury,RI,83946,191.95,2021-09-29,81219741,U3302743,0
5021 Mitchell Landing South,5021 Mitchell Landing South ,,Trevorberg,WV,98135,825.59,2021-10-28,40890672,U4891387,1
USCGC Johnson,USCGC Johnson ,,FPO,AE,03867,731.56,2021-04-07,60702698,U7272453,0
307 Holland Estates,307 Holland Estates ,,East James,KS,19139,938.5,2021-02-24,94445299,U2745002,0
601 Mallory Villages,601 Mallory Villages ,,Danielmouth,DC,09441,497.83,2021-09-01,70688710,U1827920,1
6513 Stephanie Loop Apt. 890,6513 Stephanie Loop ,Apt. 890 ,Annehaven,NY,21687,42.31,2021-11-14,23383632,U2434420,1
855 Butler Lodge,855 Butler Lodge ,,Vanessatown,NY,59962,306.93,2021-07-02,39014742,U2337948,1
3316 Rodriguez Run,3316 Rodriguez Run ,,Justinmouth,NE,64353,719.49,2021-06-06,49622623,U5134488,0
5135 Tina Manor,5135 Tina Manor ,,Staceyport,OH,92312,393.43,2021-11-28,93724724,U9410147,1
8076 Erica Summit Suite 358,8076 Erica Summit ,Suite 358 ,South Joseph,DE,58983,140.45,2021-07-31,57815989,U3790440,1
2153 Lopez Road Apt. 885,2153 Lopez Road ,Apt. 885 ,Fowlerfurt,NJ,65288,376.32,2021-11-04,76268463,U8244604,0
07349 Lacey Bridge,07349 Lacey Bridge ,,Reeseland,DC,87812,464.28,2021-01-20,74743557,U2611467,0
8545 Robert Square,8545 Robert Square ,,Jeremyville,TN,17710,356.57,2021-11-20,69756513,U4010291,0
084 Gibson Flats West,084 Gibson Flats West ,,Henry,OH,74004,446.96,2021-04-19,87232894,U2239956,0
81368 Bruce Rue,81368 Bruce Rue ,,Cassandrachester,CA,67688,137.16,2021-05-11,64789634,U4703730,0
6003 Laurie Heights,6003 Laurie Heights ,,Justinmouth,WA,29499,30.74,2021-10-24,90791781,U2633575,0
57303 Christensen Square,57303 Christensen Square ,,Summerstad,MS,77665,783.92,2021-12-05,85998198,U6820456,0
26493 Rhodes Light Apt. 772,26493 Rhodes Light ,Apt. 772 ,Mezatown,ME,12384,732.51,2021-10-30,52859193,U6034810,1
127 Scott Burg Apt. 597,127 Scott Burg ,Apt. 597 ,Chelseychester,MN,18910,419.0,2021-06-07,75738523,U1589745,0
USNS Glass,USNS Glass ,,FPO,AE,23889,115.79,2021-09-02,51041711,U1665729,0
2126 Morgan Terrace Suite 288,2126 Morgan Terrace ,Suite 288 ,Brockchester,OR,53412,296.24,2021-11-17,58684545,U7829852,1
4238 Fuller Lane Apt. 245,4238 Fuller Lane ,Apt. 245 ,Lake David,ME,54473,558.73,2021-06-23,12456355,U3776452,1
PSC 0564 Box 8444,PSC 0564 ,Box 8444 ,APO,AP,35969,894.76,2021-02-12,69780313,U3959663,1
974 Leblanc River,974 Leblanc River ,,Mitchellside,NC,94238,482.16,2021-05-01,19912790,U6352165,1
4041 Pamela Parkway,4041 Pamela Parkway ,,Hoganland,TX,79715,973.77,2021-06-11,52287990,U3537945,1
242 Scott Cliff South,242 Scott Cliff South ,,Kellifort,KS,69937,527.46,2021-02-23,16772759,U3805665,0
PSC 8916 Box 9355,PSC 8916 ,Box 9355 ,APO,AE,94150,181.92,2021-12-04,26758158,U3864714,1
57511 David Coves Suite 945,57511 David Coves ,Suite 945 ,South Edwardton,NV,11654,615.45,2021-12-24,62662272,U6058303,1
16188 Anna Mountain Suite 651,16188 Anna Mountain ,Suite 651 ,New Monicamouth,NE,95121,600.49,2021-01-20,56108881,U5153735,1
5751 Kathy Green Suite 125,5751 Kathy Green ,Suite 125 ,Roymouth,NY,90502,599.62,2021-11-06,39808245,U3168152,1
142 Russell Turnpike,142 Russell Turnpike ,,West Christopher,PA,42591,724.92,2021-06-15,85506338,U2877334,0
335 Melissa Field Apt. 681,335 Melissa Field ,Apt. 681 ,Andrewbury,WI,81628,23.85,2021-09-27,78081683,U4712888,1
USS Villanueva,USS Villanueva ,,FPO,AP,42349,437.52,2021-09-01,63985776,U9853517,0
360 Lisa Green Suite 717,360 Lisa Green ,Suite 717 ,Matthewsville,KY,65376,800.51,2021-06-30,70536232,U4121161,1
9213 Lisa Tunnel Suite 096,9213 Lisa Tunnel ,Suite 096 ,Xavierstad,PA,55961,139.11,2021-02-11,71561359,U7331473,1
46414 Brown Drive,46414 Brown Drive ,,Bennettborough,ME,28634,43.64,2021-04-01,50698156,U7555096,1
18639 Barry Estate Apt. 289,18639 Barry Estate ,Apt. 289 ,Ortizmouth,KS,54571,183.78,2021-01-23,80341116,U2625820,1
7769 Lopez River,7769 Lopez River ,,Lake Mark,KS,21842,286.27,2021-09-13,35369432,U7956343,1
07155 Lane Skyway,07155 Lane Skyway ,,Russellchester,LA,98689,435.71,2021-09-23,18276325,U1230844,0
786 Castaneda Crossing,786 Castaneda Crossing ,,Lake Katherine,MO,30093,315.06,2021-10-07,84560469,U9213136,0
58641 Jerry Mountain,58641 Jerry Mountain ,,Hooverfort,WY,38030,634.77,2021-11-03,39187536,U4113424,1
0154 Graham Island,0154 Graham Island ,,Joshuaburgh,WV,36470,170.93,2021-05-08,47808058,U5656435,0
USNS Peck,USNS Peck ,,FPO,AP,41779,346.19,2021-01-20,58115156,U7784518,1
61388 Williams Fall,61388 Williams Fall ,,Kirbyview,MS,37008,676.07,2021-04-13,46276592,U6231596,1
837 Jeff Spurs,837 Jeff Spurs ,,Jonesville,DE,09034,544.8,2021-12-13,18211039,U2513462,1
555 Mark Trail Apt. 042,555 Mark Trail ,Apt. 042 ,South Toniburgh,SC,03164,958.75,2021-02-06,19804788,U6882354,1
PSC 2962 Box 5196,PSC 2962 ,Box 5196 ,APO,AE,41053,936.26,2021-06-22,18628069,U4863674,0
096 Deborah Meadows,096 Deborah Meadows ,,Andersonstad,FL,19637,258.75,2021-11-05,25333985,U4617997,0
41309 Pamela Fork,41309 Pamela Fork ,,East Brittanychester,KS,07753,335.74,2021-03-12,10372768,U7237629,0
20272 Jessica Pine Apt. 865,20272 Jessica Pine ,Apt. 865 ,East Mark,NM,91386,538.09,2021-12-23,56168946,U8286966,1
35840 Angie Throughway,35840 Angie Throughway ,,West Katherine,NV,41637,544.54,2021-06-07,81734974,U7221886,1
68317 Sherry Flat Apt. 733,68317 Sherry Flat ,Apt. 733 ,Cordovafurt,ME,57360,366.45,2021-03-01,84848594,U7851057,1
0227 Emily Lock Suite 658,0227 Emily Lock ,Suite 658 ,South John,MI,99228,862.81,2021-09-17,26682758,U1628698,0
05810 Davis Coves Apt. 567,05810 Davis Coves ,Apt. 567 ,South Michellebury,WV,03301,197.73,2021-09-18,37007760,U3312588,0
780 Sarah Mills Apt. 644,780 Sarah Mills ,Apt. 644 ,Jenniferburgh,MT,19980,471.71,2021-01-01,46963915,U3311062,1
95627 Christine Ferry,95627 Christine Ferry ,,Richardsborough,NY,59106,120.3,2021-02-06,62852241,U5168860,1
68140 Crane Valley Suite 085,68140 Crane Valley ,Suite 085 ,Reyesbury,KY,91543,883.21,2021-04-26,90890456,U5294762,0
USS Brown,USS Brown ,,FPO,AE,68043,596.08,2021-11-16,39477753,U6214150,1
73235 Jeffrey Road Suite 759,73235 Jeffrey Road ,Suite 759 ,Clinemouth,PA,38632,987.76,2021-05-21,39523378,U8256447,1
5314 Joseph Burgs East,5314 Joseph Burgs East ,,Randymouth,MT,71384,144.12,2021-11-15,87889413,U4626432,0
06731 Alvarado Mills Suite 710,06731 Alvarado Mills ,Suite 710 ,Port Todd,RI,38789,711.4,2021-01-10,35602630,U6137847,0
05336 Fitzgerald View Suite 823,05336 Fitzgerald View ,Suite 823 ,Steventon,SC,88361,597.29,2021-01-18,51081989,U8573504,1
7823 Huber Vista Suite 231,7823 Huber Vista ,Suite 231 ,Aaronfort,LA,74264,52.38,2021-01-06,42472490,U6951279,1
304 Michelle Coves East,304 Michelle Coves East ,,Timothyberg,VT,09436,820.22,2021-09-02,34467419,U3045468,1
52128 Brown Cliff Suite 650,52128 Brown Cliff ,Suite 650 ,New Roberttown,WI,71750,874.31,2021-12-24,89448012,U4017694,1
73122 Katrina Stream Suite 238,73122 Katrina Stream ,Suite 238 ,Hubbardbury,AZ,41869,81.45,2021-03-16,16161732,U9847470,1
6003 William Vista Suite 939,6003 William Vista ,Suite 939 ,South Pamela,AR,78203,941.76,2021-04-20,76939204,U9974428,0
706 Johnson Ports,706 Johnson Ports ,,Michellemouth,AK,39650,785.18,2021-07-04,29852112,U3653201,0
5737 Joshua Corners South,5737 Joshua Corners South ,,Eric,PA,20871,604.95,2021-05-08,81802050,U9135818,1
9170 Karen Dam,9170 Karen Dam ,,New Matthewfurt,NV,94287,544.27,2021-06-26,28593884,U2848887,0
0441 Carl Villages Apt. 282,0441 Carl Villages ,Apt. 282 ,North Pedro,SD,50168,263.89,2021-06-02,59748960,U4368634,1
4555 Martinez Manor Suite 732,4555 Martinez Manor ,Suite 732 ,Hutchinsonville,DC,79929,58.22,2021-07-18,44952245,U5747991,1
6279 Baker Haven Suite 625,6279 Baker Haven ,Suite 625 ,South Jenniferbury,MD,41845,475.99,2021-11-20,88949202,U6040320,0
628 Perez Streets Apt. 887,628 Perez Streets ,Apt. 887 ,West Ryanshire,NV,07937,866.08,2021-11-06,46138478,U6868394,1
44838 Anderson Street Suite 993,44838 Anderson Street ,Suite 993 ,East Russellhaven,MI,24777,209.9,2021-07-26,94399662,U5870318,0
853 April Gardens Suite 810,853 April Gardens ,Suite 810 ,Frederickhaven,IL,34656,473.01,2021-01-18,18392093,U1357683,0
57637 Wallace Manors,57637 Wallace Manors ,,Travishaven,NJ,31129,283.22,2021-03-30,31871189,U1777653,1
4148 Mcdaniel Mountain Apt. 297,4148 Mcdaniel Mountain ,Apt. 297 ,Darrellfurt,AR,40984,691.26,2021-07-31,40780745,U5401064,0
7622 Brian Locks Port,7622 Brian Locks Port ,,Melanie,MI,90553,959.68,2021-09-10,91795531,U4852543,0
8438 Julian Port Apt. 718,8438 Julian Port ,Apt. 718 ,Woodsborough,KY,17489,888.16,2021-02-02,52972593,U5447162,1
5608 Yolanda Plaza,5608 Yolanda Plaza ,,North Harryfurt,DC,90945,288.56,2021-09-19,69182420,U8484069,0
79364 Rhonda Orchard Suite 967,79364 Rhonda Orchard ,Suite 967 ,North Lorifurt,VT,90256,417.55,2021-09-18,88234582,U8371978,0
430 Amber Radial,430 Amber Radial ,,East William,VT,14640,3.65,2021-06-02,46477343,U5526077,1
